first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
06/12/2020,12/12/2020,25-29,נקבה,17636,5751,588,0
06/12/2020,12/12/2020,25-29,לא ידוע,54,35,0,0
06/12/2020,12/12/2020,25-29,זכר,14788,5304,448,0
06/12/2020,12/12/2020,30-34,לא ידוע,84,44,0,0
06/12/2020,12/12/2020,30-34,נקבה,18612,6055,519,0
06/12/2020,12/12/2020,30-34,זכר,15811,5462,449,0
06/12/2020,12/12/2020,35-39,זכר,15784,5571,392,0
06/12/2020,12/12/2020,35-39,נקבה,18645,6092,449,0
06/12/2020,12/12/2020,35-39,לא ידוע,95,37,0,0
06/12/2020,12/12/2020,40-44,לא ידוע,84,39,0,0
06/12/2020,12/12/2020,40-44,זכר,15361,5657,399,0
06/12/2020,12/12/2020,40-44,נקבה,18716,6128,482,0
06/12/2020,12/12/2020,45-49,נקבה,17872,5662,443,0
06/12/2020,12/12/2020,45-49,לא ידוע,56,20,0,0
06/12/2020,12/12/2020,45-49,זכר,14457,5527,353,0
06/12/2020,12/12/2020,50-54,לא ידוע,44,25,0,0
06/12/2020,12/12/2020,50-54,נקבה,14955,4377,350,0
06/12/2020,12/12/2020,50-54,זכר,12167,4581,348,0
06/12/2020,12/12/2020,55-59,נקבה,12905,3558,289,0
06/12/2020,12/12/2020,55-59,זכר,10095,3683,274,0
06/12/2020,12/12/2020,55-59,לא ידוע,33,18,0,0
06/12/2020,12/12/2020,60-64,נקבה,10961,3289,243,0
06/12/2020,12/12/2020,60-64,זכר,9227,3398,257,0
06/12/2020,12/12/2020,60-64,לא ידוע,21,0,0,0
06/12/2020,12/12/2020,65-69,נקבה,8238,2669,169,0
06/12/2020,12/12/2020,65-69,זכר,7840,2983,216,0
06/12/2020,12/12/2020,65-69,לא ידוע,0,0,0,0
06/12/2020,12/12/2020,70-74,זכר,5749,2116,143,0
06/12/2020,12/12/2020,70-74,נקבה,6162,2041,128,0
06/12/2020,12/12/2020,70-74,לא ידוע,0,0,0,0
06/12/2020,12/12/2020,75-79,נקבה,3385,1002,77,0
06/12/2020,12/12/2020,75-79,זכר,3004,1065,85,0
06/12/2020,12/12/2020,75-79,לא ידוע,0,0,0,0
06/12/2020,12/12/2020,80+,לא ידוע,28,0,0,0
06/12/2020,12/12/2020,80+,נקבה,10749,1241,197,27
06/12/2020,12/12/2020,80+,זכר,5460,1162,109,0
06/12/2020,12/12/2020,NULL,נקבה,2843,2112,40,0
06/12/2020,12/12/2020,NULL,לא ידוע,642,303,0,0
06/12/2020,12/12/2020,NULL,זכר,4124,2845,80,0
13/12/2020,19/12/2020,0-19,נקבה,68026,31222,2604,0
13/12/2020,19/12/2020,0-19,לא ידוע,438,231,0,0
13/12/2020,19/12/2020,0-19,זכר,72915,31473,2477,0
13/12/2020,19/12/2020,20-24,לא ידוע,27,17,0,0
13/12/2020,19/12/2020,20-24,זכר,17441,5756,665,0
13/12/2020,19/12/2020,20-24,נקבה,18275,6242,846,0
13/12/2020,19/12/2020,25-29,נקבה,20150,6194,804,0
13/12/2020,19/12/2020,25-29,לא ידוע,42,18,0,0
13/12/2020,19/12/2020,25-29,זכר,17444,5967,675,0
13/12/2020,19/12/2020,30-34,לא ידוע,77,29,0,0
13/12/2020,19/12/2020,30-34,נקבה,21127,6404,699,0
13/12/2020,19/12/2020,30-34,זכר,18674,6206,585,0
13/12/2020,19/12/2020,35-39,זכר,18300,6163,523,0
13/12/2020,19/12/2020,35-39,נקבה,20997,6441,656,0
13/12/2020,19/12/2020,35-39,לא ידוע,92,32,0,0
13/12/2020,19/12/2020,40-44,לא ידוע,53,17,0,0
13/12/2020,19/12/2020,40-44,זכר,17965,6197,531,0
13/12/2020,19/12/2020,40-44,נקבה,20769,6278,645,0
13/12/2020,19/12/2020,45-49,נקבה,19321,5794,669,0
13/12/2020,19/12/2020,45-49,לא ידוע,52,19,0,0
13/12/2020,19/12/2020,45-49,זכר,16697,5893,549,0
13/12/2020,19/12/2020,50-54,לא ידוע,40,18,0,0
13/12/2020,19/12/2020,50-54,נקבה,16486,4523,486,0
13/12/2020,19/12/2020,50-54,זכר,13607,4728,460,0
13/12/2020,19/12/2020,55-59,נקבה,14576,3885,448,0
13/12/2020,19/12/2020,55-59,זכר,11529,3928,403,0
13/12/2020,19/12/2020,55-59,לא ידוע,25,0,0,0
13/12/2020,19/12/2020,60-64,נקבה,12262,3515,329,0
13/12/2020,19/12/2020,60-64,זכר,10372,3599,322,0
13/12/2020,19/12/2020,60-64,לא ידוע,22,0,0,0
13/12/2020,19/12/2020,65-69,נקבה,9559,3258,288,0
13/12/2020,19/12/2020,65-69,זכר,8713,3120,275,0
13/12/2020,19/12/2020,65-69,לא ידוע,0,0,0,0
13/12/2020,19/12/2020,70-74,זכר,6671,2373,236,0
13/12/2020,19/12/2020,70-74,נקבה,7092,2263,193,0
13/12/2020,19/12/2020,70-74,לא ידוע,0,0,0,0
13/12/2020,19/12/2020,75-79,נקבה,3760,1075,120,0
13/12/2020,19/12/2020,75-79,זכר,3294,1137,99,0
13/12/2020,19/12/2020,75-79,לא ידוע,0,0,0,0
13/12/2020,19/12/2020,80+,לא ידוע,19,0,0,0
13/12/2020,19/12/2020,80+,נקבה,11802,1339,253,19
13/12/2020,19/12/2020,80+,זכר,5825,1212,168,29
13/12/2020,19/12/2020,NULL,נקבה,3288,2562,80,0
13/12/2020,19/12/2020,NULL,לא ידוע,567,288,0,0
13/12/2020,19/12/2020,NULL,זכר,4441,3177,113,0
20/12/2020,26/12/2020,0-19,נקבה,89235,33386,4056,0
20/12/2020,26/12/2020,0-19,לא ידוע,575,315,0,0
20/12/2020,26/12/2020,0-19,זכר,105206,35040,3939,0
20/12/2020,26/12/2020,20-24,לא ידוע,99,55,0,0
20/12/2020,26/12/2020,20-24,זכר,24276,6495,1137,0
20/12/2020,26/12/2020,20-24,נקבה,22860,7144,1349,0
20/12/2020,26/12/2020,25-29,נקבה,23747,6704,1220,0
20/12/2020,26/12/2020,25-29,לא ידוע,63,34,0,0
20/12/2020,26/12/2020,25-29,זכר,21071,6464,1020,0
20/12/2020,26/12/2020,30-34,לא ידוע,88,34,0,0
20/12/2020,26/12/2020,30-34,נקבה,24120,6676,1009,0
20/12/2020,26/12/2020,30-34,זכר,21229,6357,954,0
20/12/2020,26/12/2020,35-39,זכר,20950,6376,862,0
20/12/2020,26/12/2020,35-39,נקבה,23613,6496,920,0
20/12/2020,26/12/2020,35-39,לא ידוע,87,31,0,0
20/12/2020,26/12/2020,40-44,לא ידוע,52,17,0,0
20/12/2020,26/12/2020,40-44,זכר,19774,6043,805,0
20/12/2020,26/12/2020,40-44,נקבה,22895,6248,996,0
20/12/2020,26/12/2020,45-49,נקבה,21657,5855,899,0
20/12/2020,26/12/2020,45-49,לא ידוע,57,17,0,0
20/12/2020,26/12/2020,45-49,זכר,18537,5662,744,0
20/12/2020,26/12/2020,50-54,לא ידוע,29,0,0,0
20/12/2020,26/12/2020,50-54,נקבה,18091,4519,714,0
20/12/2020,26/12/2020,50-54,זכר,15045,4586,644,0
20/12/2020,26/12/2020,55-59,נקבה,15589,3835,571,0
20/12/2020,26/12/2020,55-59,זכר,12537,3828,572,0
20/12/2020,26/12/2020,55-59,לא ידוע,34,0,0,0
20/12/2020,26/12/2020,60-64,נקבה,13057,3468,491,0
20/12/2020,26/12/2020,60-64,זכר,11067,3390,481,0
20/12/2020,26/12/2020,60-64,לא ידוע,22,0,0,0
20/12/2020,26/12/2020,65-69,נקבה,10111,2999,355,0
20/12/2020,26/12/2020,65-69,זכר,9354,3067,464,0
20/12/2020,26/12/2020,65-69,לא ידוע,0,0,0,0
20/12/2020,26/12/2020,70-74,זכר,6954,2266,294,0
20/12/2020,26/12/2020,70-74,נקבה,7747,2233,264,0
20/12/2020,26/12/2020,70-74,לא ידוע,0,0,0,0
20/12/2020,26/12/2020,75-79,נקבה,4390,1145,174,0
20/12/2020,26/12/2020,75-79,זכר,3603,1104,158,0
20/12/2020,26/12/2020,75-79,לא ידוע,0,0,0,0
20/12/2020,26/12/2020,80+,לא ידוע,17,0,0,0
20/12/2020,26/12/2020,80+,נקבה,14084,1503,313,33
20/12/2020,26/12/2020,80+,זכר,6775,1216,213,31
20/12/2020,26/12/2020,NULL,נקבה,3079,2236,103,0
20/12/2020,26/12/2020,NULL,לא ידוע,949,293,21,0
20/12/2020,26/12/2020,NULL,זכר,4195,2809,100,0
