date,count,week
13/02/2012,201,7
20/02/2012,227,8
27/02/2012,260,9
05/03/2012,233,10
12/03/2012,239,11
19/03/2012,230,12
26/03/2012,223,13
02/04/2012,231,14
09/04/2012,192,15
16/04/2012,187,16
23/04/2012,197,17
30/04/2012,206,18
07/05/2012,210,19
14/05/2012,207,20
21/05/2012,215,21
28/05/2012,192,22
04/06/2012,170,23
11/06/2012,187,24
18/06/2012,175,25
25/06/2012,208,26
02/07/2012,198,27
09/07/2012,215,28
16/07/2012,200,29
23/07/2012,169,30
30/07/2012,193,31
06/08/2012,210,32
13/08/2012,212,33
20/08/2012,189,34
27/08/2012,162,35
03/09/2012,200,36
10/09/2012,176,37
17/09/2012,204,38
24/09/2012,180,39
01/10/2012,216,40
08/10/2012,203,41
15/10/2012,202,42
22/10/2012,207,43
29/10/2012,214,44
05/11/2012,209,45
12/11/2012,224,46
19/11/2012,177,47
26/11/2012,228,48
03/12/2012,203,49
10/12/2012,224,50
17/12/2012,211,51
24/12/2012,256,52
31/12/2012,275,1
07/01/2013,227,2
14/01/2013,262,3
21/01/2013,238,4
28/01/2013,255,5
04/02/2013,256,6
11/02/2013,256,7
18/02/2013,238,8
25/02/2013,216,9
04/03/2013,249,10
11/03/2013,238,11
18/03/2013,240,12
25/03/2013,225,13
01/04/2013,203,14
08/04/2013,219,15
15/04/2013,178,16
22/04/2013,227,17
29/04/2013,223,18
06/05/2013,186,19
13/05/2013,191,20
20/05/2013,197,21
27/05/2013,186,22
03/06/2013,179,23
10/06/2013,180,24
17/06/2013,200,25
24/06/2013,190,26
01/07/2013,205,27
08/07/2013,206,28
15/07/2013,206,29
22/07/2013,185,30
29/07/2013,199,31
05/08/2013,215,32
12/08/2013,225,33
19/08/2013,238,34
26/08/2013,210,35
02/09/2013,173,36
09/09/2013,203,37
16/09/2013,221,38
23/09/2013,198,39
30/09/2013,202,40
07/10/2013,200,41
14/10/2013,220,42
21/10/2013,202,43
28/10/2013,214,44
04/11/2013,217,45
11/11/2013,213,46
18/11/2013,216,47
25/11/2013,188,48
02/12/2013,202,49
09/12/2013,222,50
16/12/2013,241,51
23/12/2013,205,52
30/12/2013,217,1
06/01/2014,228,2
13/01/2014,219,3
20/01/2014,224,4
27/01/2014,227,5
03/02/2014,197,6
10/02/2014,243,7
17/02/2014,223,8
24/02/2014,222,9
03/03/2014,246,10
10/03/2014,243,11
17/03/2014,221,12
24/03/2014,219,13
31/03/2014,200,14
07/04/2014,214,15
14/04/2014,178,16
21/04/2014,211,17
28/04/2014,221,18
05/05/2014,228,19
12/05/2014,192,20
19/05/2014,220,21
26/05/2014,208,22
02/06/2014,218,23
09/06/2014,207,24
16/06/2014,205,25
23/06/2014,201,26
30/06/2014,210,27
07/07/2014,226,28
14/07/2014,222,29
21/07/2014,209,30
28/07/2014,227,31
04/08/2014,201,32
11/08/2014,197,33
18/08/2014,195,34
25/08/2014,204,35
01/09/2014,202,36
08/09/2014,201,37
15/09/2014,211,38
22/09/2014,199,39
29/09/2014,206,40
06/10/2014,210,41
13/10/2014,218,42
20/10/2014,223,43
27/10/2014,200,44
03/11/2014,228,45
10/11/2014,225,46
17/11/2014,204,47
24/11/2014,235,48
01/12/2014,230,49
08/12/2014,241,50
15/12/2014,220,51
22/12/2014,225,52
29/12/2014,242,1
05/01/2015,243,2
12/01/2015,243,3
19/01/2015,271,4
26/01/2015,264,5
02/02/2015,274,6
09/02/2015,226,7
16/02/2015,238,8
23/02/2015,230,9
02/03/2015,256,10
09/03/2015,258,11
16/03/2015,214,12
23/03/2015,245,13
30/03/2015,229,14
06/04/2015,204,15
13/04/2015,188,16
20/04/2015,226,17
27/04/2015,208,18
04/05/2015,218,19
11/05/2015,213,20
18/05/2015,231,21
25/05/2015,202,22
01/06/2015,196,23
08/06/2015,207,24
15/06/2015,201,25
22/06/2015,200,26
29/06/2015,197,27
06/07/2015,188,28
13/07/2015,192,29
20/07/2015,247,30
27/07/2015,204,31
03/08/2015,254,32
10/08/2015,206,33
17/08/2015,203,34
24/08/2015,212,35
31/08/2015,194,36
07/09/2015,206,37
14/09/2015,217,38
21/09/2015,215,39
28/09/2015,217,40
05/10/2015,210,41
12/10/2015,230,42
19/10/2015,219,43
26/10/2015,237,44
02/11/2015,217,45
09/11/2015,209,46
16/11/2015,224,47
23/11/2015,233,48
30/11/2015,244,49
07/12/2015,244,50
14/12/2015,227,51
21/12/2015,279,52
22/12/2015,268,53
04/01/2016,276,1
11/01/2016,269,2
18/01/2016,243,3
25/01/2016,216,4
01/02/2016,295,5
08/02/2016,248,6
15/02/2016,259,7
22/02/2016,234,8
29/02/2016,239,9
07/03/2016,215,10
14/03/2016,229,11
21/03/2016,228,12
28/03/2016,192,13
04/04/2016,239,14
11/04/2016,211,15
18/04/2016,230,16
25/04/2016,225,17
02/05/2016,195,18
09/05/2016,218,19
16/05/2016,233,20
23/05/2016,207,21
30/05/2016,249,22
06/06/2016,189,23
13/06/2016,206,24
20/06/2016,217,25
27/06/2016,198,26
04/07/2016,214,27
11/07/2016,212,28
18/07/2016,214,29
25/07/2016,221,30
01/08/2016,199,31
08/08/2016,197,32
15/08/2016,202,33
22/08/2016,211,34
29/08/2016,200,35
05/09/2016,220,36
12/09/2016,200,37
19/09/2016,212,38
26/09/2016,204,39
03/10/2016,221,40
10/10/2016,203,41
17/10/2016,200,42
24/10/2016,214,43
31/10/2016,231,44
07/11/2016,216,45
14/11/2016,223,46
21/11/2016,208,47
28/11/2016,228,48
05/12/2016,225,49
12/12/2016,259,50
19/12/2016,234,51
26/12/2016,261,52
02/01/2017,270,1
09/01/2017,267,2
16/01/2017,264,3
23/01/2017,257,4
30/01/2017,237,5
06/02/2017,260,6
13/02/2017,227,7
20/02/2017,295,8
27/02/2017,231,9
06/03/2017,218,10
13/03/2017,215,11
20/03/2017,230,12
27/03/2017,241,13
03/04/2017,217,14
10/04/2017,226,15
17/04/2017,209,16
24/04/2017,242,17
01/05/2017,200,18
08/05/2017,228,19
15/05/2017,201,20
22/05/2017,187,21
29/05/2017,224,22
05/06/2017,249,23
12/06/2017,195,24
19/06/2017,222,25
26/06/2017,215,26
03/07/2017,216,27
10/07/2017,221,28
17/07/2017,218,29
24/07/2017,206,30
31/07/2017,220,31
07/08/2017,217,32
14/08/2017,193,33
21/08/2017,217,34
28/08/2017,208,35
04/09/2017,206,36
11/09/2017,193,37
18/09/2017,219,38
25/09/2017,184,39
02/10/2017,213,40
09/10/2017,205,41
16/10/2017,215,42
23/10/2017,211,43
30/10/2017,237,44
06/11/2017,214,45
13/11/2017,225,46
20/11/2017,223,47
27/11/2017,232,48
04/12/2017,202,49
11/12/2017,222,50
18/12/2017,212,51
25/12/2017,232,52
01/01/2018,234,1
08/01/2018,224,2
15/01/2018,234,3
22/01/2018,248,4
29/01/2018,262,5
05/02/2018,250,6
12/02/2018,250,7
19/02/2018,238,8
26/02/2018,207,9
05/03/2018,232,10
12/03/2018,269,11
19/03/2018,220,12
26/03/2018,207,13
02/04/2018,215,14
09/04/2018,196,15
16/04/2018,219,16
23/04/2018,225,17
30/04/2018,202,18
07/05/2018,209,19
14/05/2018,239,20
21/05/2018,194,21
28/05/2018,209,22
04/06/2018,211,23
11/06/2018,190,24
18/06/2018,232,25
25/06/2018,206,26
02/07/2018,234,27
09/07/2018,211,28
16/07/2018,205,29
23/07/2018,207,30
30/07/2018,209,31
06/08/2018,188,32
13/08/2018,231,33
20/08/2018,213,34
27/08/2018,212,35
03/09/2018,231,36
10/09/2018,210,37
17/09/2018,198,38
24/09/2018,207,39
01/10/2018,217,40
08/10/2018,229,41
15/10/2018,219,42
22/10/2018,246,43
29/10/2018,272,44
05/11/2018,210,45
12/11/2018,197,46
19/11/2018,230,47
26/11/2018,230,48
03/12/2018,229,49
10/12/2018,242,50
17/12/2018,236,51
24/12/2018,242,52
31/12/2018,233,1
07/01/2019,247,2
14/01/2019,259,3
21/01/2019,274,4
28/01/2019,251,5
04/02/2019,265,6
11/02/2019,232,7
18/02/2019,235,8
25/02/2019,241,9
04/03/2019,256,10
11/03/2019,232,11
18/03/2019,254,12
25/03/2019,218,13
01/04/2019,208,14
08/04/2019,239,15
15/04/2019,229,16
22/04/2019,241,17
29/04/2019,241,18
06/05/2019,195,19
13/05/2019,215,20
20/05/2019,226,21
27/05/2019,219,22
03/06/2019,195,23
10/06/2019,215,24
17/06/2019,211,25
24/06/2019,189,26
01/07/2019,198,27
08/07/2019,190,28
15/07/2019,222,29
22/07/2019,212,30
29/07/2019,219,31
05/08/2019,211,32
12/08/2019,215,33
19/08/2019,211,34
26/08/2019,226,35
02/09/2019,201,36
09/09/2019,207,37
16/09/2019,195,38
23/09/2019,206,39
30/09/2019,216,40
07/10/2019,195,41
14/10/2019,219,42
21/10/2019,194,43
28/10/2019,216,44
04/11/2019,231,45
11/11/2019,221,46
18/11/2019,204,47
25/11/2019,242,48
02/12/2019,234,49
09/12/2019,230,50
16/12/2019,239,51
23/12/2019,259,52
30/12/2019,255,1
06/01/2020,236,2
13/01/2020,259,3
20/01/2020,270,4
27/01/2020,246,5
03/02/2020,213,6
10/02/2020,220,7
17/02/2020,235,8
24/02/2020,230,9
02/03/2020,225,10
09/03/2020,229,11
16/03/2020,198,12
23/03/2020,239,13
30/03/2020,224,14
06/04/2020,216,15
13/04/2020,217,16
20/04/2020,200,17
27/04/2020,196,18
04/05/2020,183,19
11/05/2020,217,20
18/05/2020,224,21
25/05/2020,236,22
01/06/2020,221,23
08/06/2020,191,24
15/06/2020,201,25
22/06/2020,214,26
29/06/2020,196,27
06/07/2020,190,28
13/07/2020,224,29
20/07/2020,214,30
27/07/2020,215,31
03/08/2020,224,32
10/08/2020,248,33
17/08/2020,227,34
24/08/2020,219,35
31/08/2020,215,36
07/09/2020,246,37
14/09/2020,240,38
21/09/2020,236,39
28/09/2020,220,40
05/10/2020,271,41
12/10/2020,217,42
19/10/2020,255,43
26/10/2020,251,44
02/11/2020,211,45
09/11/2020,210,46
16/11/2020,225,47
23/11/2020,230,48
30/11/2020,190,49
